form	count	sample_contexts
Uru	3	sprach zu Uru stee ouff || aller menige Uru sprach er || gelouben deinem Uru wirstu sprechen
bedakten	3	Und sie bedakten alle die || karten vnd bedakten die wegen || gevlogen vnd bedakten ire purge
erstegepurt	3	alle DUS erstegepurt in der || alle die erstegepurt Ich bins || vnd alle erstegepurt Und hab
achsiln	3	ouf ire achsiln vnd taten || iren eigen achsiln tragen Dorvmme || czwischen seinen achsiln wirt her
permuter	3	tut die permuter vnd das || tut die permuter vnd lose || mitte irr permuter vnd vber
sechshundert	3	Und name sechshundert auserwelten wegen || tousent vnd sechshundert Uon den || vierczig tousent sechshundert vnd funfczig
reitende	3	in seine reitende v Und || wegen vnd reitende durch die || vnd sihest reitende vnd wegen
sammenten	3	stunde sich sammenten die abgrunde || menige vnd sammenten sie an || ouf yn sammenten sie einen
geczihe	3	bis fur geczihe dein volk || ich vor geczihe Und ouf || bis ich geczihe got enkegen
beheldest	3	gepoten vnd beheldest alle sein || gotis vnd beheldest sein gepot || behutest vnd beheldest vnd dich
genvk	3	das sie genvk haben so || geopfert was genvk was vnd || sie mugen genvk gehaben zu
gecloubt	3	vor haben gecloubt alle tage || do mer gecloubt hatte hette || wirt ouf gecloubt vnd do
gemurmelt	3	czweiuelden habt gemurmelt wider vns || mite ir gemurmelt habet wider || vnd habet gemurmelt wider mich;
eynode	3	in der eynode zu mulet || in die eynode Wenne von || tage irr eynode wenne ir
besich	3	tvn Uor besich aber ous || perck vnd besich von danne || sache warheit besich ist das
tousenter	3	ous in tousenter vnd hunderter || des volkes tousenter vnd hunderter || vnd die tousenter vnd die
funfcziger	3	hunderter vnd funfcziger vnd czehender || hunderter vnd funfcziger vnd czehender || hunderter vnd funfcziger vnd czehender
czehender	3	funfcziger vnd czehender die das || funfcziger vnd czehender Die richten || funfcziger vnd czehender die euch
teilende	3	dir das teilende in ander || ein creisse teilende die vnd || die geslechte teilende die alle
gesteigen	3	mag nicht gesteigen ouf Wenne || vnser mag gesteigen in den || die perge gesteigen W­ Wenne
dierne	3	als ein dierne ous pfliget || svn deiner dierne vnd der || vnd deiner dierne vnd deinem
knechtis	3	ouge deines knechtis oder seiner || deines gemiten knechtis bei dir || eines gemieten knechtis hat her
manslacht	3	hat her manslacht begangen vnd || geslagen ist manslacht wirt her || ist durch manslacht wo her
leidigt	3	das ymant leidigt ekker oder || ir si leidigt so schreien || sele Welcher leidigt oder schaden
sethimisch	3	heute vnd sethimisch holcz ŏle || geverbte heute sethimisch holcze vnd || herren Und sethimisch holcze in
vorgulde	3	halbe Und vorgulde sie mit || halbe Und vorgulde in mit || holcze vnd vorgulde sie Und
cherub	3	tafel Ein cherub sol sein || tafeln Einen cherub in der || Den andern cherub in der
bettafel	3	die EXO bettafel vnd sullen || vnd die bettafel dorvber Und || ratvregte die bettafel so horte
geteilten	3	crone mit geteilten slechten veldungen || mit slechten geteilten velden gen || scharen des geteilten heres drei
leuchters	3	gewichte des leuchters mit allen || stamme des leuchters Aber an || gewurchte des leuchters von gehemertem
sneweissem	3	mache von sneweissem weichen leineinen || Und von sneweissem ł weichen || wete von sneweissem leinein Ein
gebleicht	3	czwir DUS gebleicht Und von || leinein czwir gebleicht mit geneter || pfelle czwir gebleicht czwiualdig vir
czangen	3	enpfahen vnd czangen vnd - || ereine tŏpfe czangen vnd crewel || vnd seinen czangen vnd leschvassen
crewel	3	vnd - crewel vnd des || czangen vnd crewel vnd haken || fewers geczeuge crewel vnd haken
necze	3	als ein necze An des || vnd das necze der leber || vnd das necze der lebern
ergrabnusse	3	noch dem ergrabnusse edler steine || ganczen werkis ergrabnusse silberein Gleicher || vnd ir ergrabnusse silberein vnd
heklein	3	in die heklein Mache ouch || in die heklein an beiden || vnd czwei heklein vnd also
racionals	3	seiten des racionals henge an || teil des racionals an die || seiten des racionals ous den
humerals	3	seiten des humerals das do || seiten des humerals hinderwert das || vingerleinen des humerals mit iacinctischen
vingerleinen	3	mit seinen vingerleinen mit den || mit den vingerleinen des humerals || mit den vingerleinen sterclicher zu
ŏpfel	3	als punikische ŏpfel von seideynem || werden nicht ŏpfel reichen Ist || von granat ŏpfel vnd von
gurtil	3	ouch einen gurtil von genetem || leinein Ein gurtil vorwar von || mit dem gurtil vnd fugte
gevŏgiltem	3	von genetem gevŏgiltem werke Und || mancher hande gevŏgiltem werke vnderscheiden || mit genetem gevŏgiltem werke von
gerŏst	3	in ol gerŏst Und mache || in ŏl gerŏst ous dem || werden vnd gerŏst Aber opfern
vorbru	3	den mist vorbru ousserhalb den || ł vnd vorbru das ouf || mit fewer vorbru Nicht begere
hawe	3	wider zu hawe in stucke || n nicht hawe ab die || welde vnd hawe ab genvg
gebrouchet	3	des do gebrouchet das sullen || her priesterschaft gebrouchet vor seinen || pfafheit hat gebrouchet sein svn
czehenteil	3	abendes Ein czehenteil semil besprengt || vnd ein czehenteil eines czehenden || lemmern ein czehenteil eines czehenden
hengt	3	der do hengt vor der || der vorhank hengt Hundert grunde || vleische an hengt vnd wechset
legunge	3	zu houf legunge noch opfer || zu houf legunge machet kein || zu houf legunge vnd des
nochkvmlinge	3	durch seine nochkvmlinge Und vnser || das ewer nochkvmlinge sprechen das || vnd seine nochkvmlinge ewiclich vnd
schreiende	3	des volkes schreiende vnd sprach || erhale vnd schreiende alles volk || Und dise schreiende mit ein
reiczende	3	ein geschrei reiczende zu streit || der adelar reiczende zu vligen || ein ander reiczende volgten in
vorczeuhest	3	selbir nicht vorczeuhest nicht fure || seule in vorczeuhest durch den || du das vorczeuhest geachtet wirt
steineiner	3	czwu tafeln steineiner gleich den || czwu tafeln steineiner als sie || czwu tabeln steineiner als die
besicze	3	missetat vnd besicze vns Do || geldis vnd besicze in Ist || ouf vnd besicze sie also
vorchtliche	3	bist das vorchtliche werk des || ein grose vorchtliche wustenunge die || dink vnd vorchtliche die do
vnkeuschen	3	wenne sie vnkeuschen ł mit || deine kinder vnkeuschen in ire || vnd wirt vnkeuschen noch vremden
snites	3	des weicz snites Und di || erstlinge ewers snites zu dem || czeit des snites het erfullet
gehurnet	3	nicht das gehurnet was sein || antlicz was gehurnet do vorchten || das antlicze gehurnet sein so
rigeln	3	tisch mit rigeln vnd mit || rost mit rigeln vnd mit || vnd mit rigeln an vngemowerte
gevese	3	vnd mit gevese mit broten || mit seinen gevese vnd mit || czwischen irem gevese Noch mag
iacinten	3	do hatte iacinten vnd purpir || her von iacinten geverbten heuten || neter von iacinten von purpir
hŏer	3	was ein hŏer czimmermeister vnd || dich mache hŏer w wenne || vnd wirt hŏer du aber
humeralis	3	werke des humeralis von golde || winkeln des humeralis ous ragten || sie des humeralis rok alczu
gebrouchten	3	die priester gebrouchten in der || erden noch gebrouchten furbas nicht || der sie gebrouchten in dem
enczundet	3	dem man enczundet den weirouch || opfer vnd enczundet das ouf || herren noch enczundet von im
gewulken	3	bedakte ein gewulken das geczelt || in dem gewulken werde ich || ł das gewulken von dem
vmmerink	3	des alters vmmerink Und ouf || des alters vmmerink vnd den || vnd der vmmerink des iares
sweret	3	die do sweret vnd ous || Nu dorvmme sweret mir bei || kvnftig sint sweret in dem
gesvndigt	3	einen werren gesvndigt hat in || sie haben gesvndigt in mich || der do gesvndigt hat wirdig
vorsmeht	3	svndigt vnd vorsmeht vnsern herren || recht habn vorsmeht Und doch || irn man vorsmeht vnd NUM
salbte	3	mit dem salbte her das || malen do salbte er in || houbte vnd salbte in vnd
suzem	3	was in suzem ruche des || opfer zu suzem ruche dem || in gar suzem ruche dem
vorterbit	3	oder ir vorterbit Wenne das || fewer wurden vorterbit Sprich zu || der in vorterbit Wenne es
indrucket	3	cla vnd indrucket in dem || noch en indrucket das wirt || klaen vnd indrucket nicht wirt
hulczeine	3	also wol hulczeine vas als || Aber das hulczeine vas schol || mache ein hulczeine archen vnd
anderlei	3	vas als anderlei vas vnd || oder mit anderlei enthaldunge peinige || nvcz ein anderlei bedurft die
welchis	3	gewant Und welchis man des || tenneine vas welchis er anruret || wirstu Wenne welchis zu einem
priester;	3	zu dem priester; Wenne der || zu dem priester; der sol || die dem priester; der fure
schrvnden	3	vnd die schrvnden tvnkil Und || ein rote schrvnden Und der || vnd der schrvnden vnd der
geweschet	3	das gewant geweschet so reisse || der mensch geweschet sein gewant || wenne her geweschet sein vleisch
breuten	3	mit b breuten vnd die || saltu nicht breuten noch mit || saltu nicht breuten noch meilige
wŭstenunge	3	in der wŭstenunge so keret || in der wŭstenunge vnd wurdest || Uon der wŭstenunge vnd von
czigenpok	3	vnd der czigenpok die ł || vnd einen czigenpok vor die || vnd einen czigenpok vor die
hurheit	3	gib zu hurheit LEUITICUS dein || pŏze zu hurheit ousgesaczet sol || lone der hurheit noch lon
schŏffil	3	ein gerechter schŏffil vnd ein || ein grŏserr schŏffil vnd ein || ein gleicher schŏffil sol dir
vnkeuschte	3	das her vnkeuschte von seinem || das volk vnkeuschte mit den || das sie vnkeuschte in dem
begangen;	3	haben sie begangen; ir blut || sie vnczimlichkeit begangen; des todis || hat er begangen; lebendig sol
vnczimlichkeit	3	habn sie vnczimlichkeit begangen; des || ein sulche vnczimlichkeit in ewer || begangen hat vnczimlichkeit in so
herren;	3	haben vnserm herren; an dem || sint vnserm herren; Alles opfer || ruch dem herren; ein kalp
kv	3	Aber die kv oder das || ein rote kv eines ganczen || die die kv vrisset Und
ousgenomenlich	3	yclichen tages ousgenomenlich der veier || seiner heiligunge ousgenomenlich die das || andern nemen ousgenomenlich des das
povmen	3	vnd von povmen este dicker || oder von povmen der ŏpfil || ouf den povmen nicht kere
pechen	3	von den pechen Und vrewet || vleŭset mit pechen milch vnd || in den pechen Die hoen
gewechsilt	3	werden sie gewechsilt vor vnserm || das do gewechsilt ist vnd || das man gewechsilt hat werden
geczihet	3	ir ein geczihet in die || Wenne ir geczihet vber den || vber den geczihet in die
besneide	3	sechs iar besneide deinen weingarten || har vnd besneide ire negil || messer vnd besneide czu dem
weinlesen	3	clouben als weinlesen wenne das || snit das weinlesen Und das || Und das weinlesen wirt bekvmmern
nevkvmen	3	Und dem nevkvmen der do || vnd den nevkvmen die do || vnd den nevkvmen die do
vreiunge	3	iar der vreiunge vnd das || iares der vreiunge sol ein || dem du vreiunge gibst mit
betrube	3	im nicht betrube deinen bruder || behaget Nicht betrube in Nicht || hastu betrubet betrube dich vnser
vorchtende	3	der setunge vorchtende keines gepot || her icht vorchtende mache die || geiste ł vorchtende den eingank
Ŭmme	3	selen vorczern Ŭmme sust werdet || alle sammenunge Ŭmme das ist || starke man Ŭmme geet die
eiserein	3	recht sam eiserein vnd die || trittest sei eiserein Gebe der || legen ein eiserein ioch ouf
pŏse	3	noch das pŏse noch mit || an die pŏse stat die || wunder vnd pŏse zu NOMIUS
Wenn̆	3	werden die Wenn̆ meyn ist || zu in Wenn̆ ir ein || vor geben Wenn̆ sie nicht
magschafte	3	gerete Die magschafte wir haben || alle seine magschafte als vnser || durch ir magschafte von den
vberdecke	3	legen ein vberdecke iacincteiner heute || doruber ein vberdecke iacincteiner heute || die ander vberdecke vnd vber
reiczet	3	des hasses reiczet den man || zu czorne reiczet geczeugen an || ir in reiczet mit den
vorvluchte	3	mit vorbannen vorvluchte hat gesamment || siczen alle vorvluchte die geschriben || furte alle vorvluchte die in
vorvluchet	3	die ich vorvluchet gehouffent Ist || gesegenst vnd vorvluchet in den || got nicht vorvluchet Mit was
nazareers	3	hende des nazareers noch dem || e des nazareers so her || wirbel des nazareers ł vnder
czehn	3	morserl wegende czehn scot voller || morserl wegende czehn scot voller || morserl wegende czehn scot voller
madianiten	3	svne dem madianiten seinem neuen || an den madianiten vnd also || von den madianiten Tousent man
werklichen	3	mein rede werklichen wirt erfullet || hat gesworn werklichen sol sie || erfullet sie werklichen wenne das
weissaget	3	alles volk weissaget vnd vnser || gesehen vnd weissaget ein czeichen || des herren weissaget vnd das
trevme	3	oder durch trevme rede ich || tichter der trevme sol werden || vnd halde trevme vnd vogil
vorgienk	3	die wolken vorgienk die do || himel brot vorgienk do sie || her ir vorgienk das ander
gemowert	3	die stete gemowert oder ane || stete waren gemowert gar mit || himel sint gemowert groses volk
spehten	3	do durch spehten sie die || do ous spehten die stat || si vor spehten In den
gemowerte	3	stete vnd gemowerte Das geslechte || stete vnd gemowerte bis an || di wol gemowerte mit flammen
vleuset	3	die do vleuset mit milch || dem ersten vleuset ous dem || die do vleuset von milch
gepeine	3	oder sein gepeine oder sein || vnd ir gepeine werden sie || Und das gepeine die do
Gesvndigt	3	vnd sprachen Gesvndigt hab wir || antworte mir Gesvndigt hab wir || vnd richtig Gesvndigt haben sie
vorderbnusse	3	zu der vorderbnusse vnd besasen || in die vorderbnusse vorwustende alle || in die vorderbnusse Nicht soltu
gekvndigt	3	hatten im gekvndigt alle wort || das dir gekvndigt wirt vnd || ir vnd gekvndigt wart das
eusristen	3	in den eusristen enden seines || in den eusristen enden der || in den eusristen enden der
orientischen	3	von den orientischen pergen Kvm || in seinem orientischen teile Czu || in dem orientischen teile Und
hubeln	3	vnd von hubeln werde ich || pergen vnd hubeln vnd vnder || die ouf hubeln vnd ouf
vluchen	3	sprach Czu vluchen meinen veinden || dir solde vluchen Und dein || sten zu vluchen ouf dem
erstgeporne	3	ist der erstgeporne Des svn || ist der erstgeporne Und wil || ist der erstgeporne dem erstgepornen
vorgeende	3	das ł vorgeende seine kinder || gefurt dir vorgeende in seiner || die stat vorgeende der archen
vierczik	3	czal was vierczik tousent funf || acht vnd vierczik mit iren || durch die vierczik iar in
gegeen	3	do mag gegeen durch die || erden nicht gegeen mŏchte noch || mag ich gegeen ous vnd
funfczik	3	hundert vnd funfczik scot Wenne || geslafen hat funfczik scot silbers || gespan von funfczik scoten Und
vnmesliche	3	sie ein vnmesliche habe Und || ist der vnmesliche czorne seines || vns ansehende vnmesliche czeichen Und
vorspehen	3	NUM zu vorspehen die erde || das sie vorspehen die erde || do ich vorspehen wart gesant
vnderworfen	3	erde wirt vnderworfen gebt in || fuzen der vnderworfen helse traten || erstarckten do vnderworfen sie die
legirten	3	sie vnd legirten sich zu || sie vnd legirten sich zu || sie vnd legirten sich zu
wollende	3	der nicht wollende blut vorgeusset || bruder nicht wollende im das || aber hochuertigt wollende nicht gehorsam
anderweidunge	3	buch der anderweidunge der e || schreiben die anderweidunge NOMIUS diser || steine die anderweidunge der e
veldis	3	steten des veldis die in || preite des veldis der stat || vnd des veldis vnd aseroth
؞	3	mag nicht ؞ toho ؞ || ؞ toho ؞ pzde ؞ || ؞ pzde ؞ toho DEUTRO
vnderscheide	3	pilgereim kein vnderscheide sol an || wissen die vnderscheide des guten || gote Ein vnderscheide IOSUE hat
vortilgten	3	von vnd vortilgten vnd wonten || Und wir vortilgten sie als || striten vnd vortilgten die erde
gesnicztes	3	machet ein gesnicztes gleichnusse oder || dir ein gesnicztes gleichnusse derlei || mache ein gesnicztes pilde oder
gepflanczet	3	nicht hast gepflanczet vnd wirst || der do gepflanczet h hat || nicht habt gepflanczet Nu dorvmme
